64,64,2014-01-03 14:52:00,2015-02-09 03:13:00,1,14
65,65,2014-03-01 05:51:00,2015-02-10 10:11:00,2,15
66,66,2014-01-27 17:49:00,2015-02-11 00:17:00,2,3
67,67,2015-04-19 01:53:00,2015-02-12 00:40:00,2,4
68,68,2014-09-20 15:15:00,2015-02-14 01:34:00,2,7
69,69,2014-07-28 04:38:00,2015-02-17 03:33:00,1,8
70,70,2014-10-22 12:32:00,2015-02-17 14:20:00,1,4
71,71,2014-06-28 08:10:00,2015-02-20 14:47:00,1,6
72,72,2014-04-21 16:01:00,2015-02-20 21:25:00,2,14
73,73,2014-03-14 22:48:00,2015-02-22 16:31:00,2,4
74,74,2014-10-03 17:10:00,2015-02-26 15:00:00,1,14
75,75,2014-07-03 05:00:00,2015-02-27 23:32:00,1,8
76,76,2014-11-16 14:46:00,2015-02-28 00:52:00,2,7
77,77,2014-09-13 23:55:00,2015-03-08 11:09:00,1,13
78,78,2014-03-30 07:11:00,2015-03-13 01:02:00,2,9
79,79,2014-10-28 10:34:00,2015-03-22 16:56:00,2,15
80,80,2015-04-22 03:34:00,2015-03-23 02:35:00,1,15
81,81,2014-06-05 11:43:00,2015-04-11 13:43:00,2,8
82,82,2014-09-25 19:01:00,2015-04-13 06:24:00,2,3
83,83,2014-03-16 07:49:00,2015-04-14 11:22:00,2,4
84,84,2014-01-26 10:10:00,2015-04-15 12:56:00,1,15
85,85,2014-09-09 07:27:00,2015-04-16 04:02:00,2,2
86,86,2014-07-05 13:27:00,2015-04-18 05:03:00,1,11
87,87,2014-03-31 01:08:00,2015-04-20 10:36:00,2,11
88,88,2014-08-02 23:30:00,2015-04-29 22:29:00,1,11
89,89,2014-05-20 11:02:00,2015-04-30 09:35:00,2,9
90,90,2014-07-08 08:58:00,2015-05-05 19:55:00,2,2
91,91,2015-02-14 20:03:00,2015-05-07 04:38:00,2,8
92,92,2015-04-01 05:55:00,2015-05-09 18:17:00,2,4
93,93,2014-07-05 11:41:00,2015-05-10 22:55:00,1,6
94,94,2015-04-30 12:21:00,2015-05-21 18:56:00,1,13
95,95,2014-10-01 19:24:00,2015-05-23 07:19:00,2,7
96,96,2015-02-26 08:02:00,2015-05-24 00:42:00,1,7
97,97,2014-07-10 16:43:00,2015-05-26 09:26:00,2,10
98,98,2014-03-18 08:10:00,2015-05-26 19:16:00,2,11
99,99,2014-09-11 22:28:00,2015-05-31 09:29:00,1,7
100,100,2014-02-25 07:00:00,2015-06-02 04:45:00,2,5
101,101,2014-06-10 20:15:00,2015-06-03 06:40:00,2,7
102,102,2014-06-16 21:16:00,2015-06-05 05:32:00,1,6
103,103,2014-02-14 11:52:00,2015-06-06 21:30:00,2,11
104,104,2014-04-28 21:57:00,2015-06-07 01:05:00,2,10
105,105,2014-10-09 08:46:00,2015-06-08 09:29:00,2,14
106,106,2014-05-11 03:53:00,2015-06-11 22:09:00,1,14
107,107,2015-03-15 04:30:00,2015-06-20 17:11:00,2,9
108,108,2015-01-17 23:31:00,2015-06-27 21:09:00,2,12
109,109,2015-02-12 03:29:00,2015-07-07 17:19:00,1,14
110,110,2014-05-25 19:50:00,2015-07-09 13:12:00,2,14
111,111,2014-02-16 03:23:00,2015-07-15 23:05:00,1,13
112,112,2014-01-27 20:05:00,2015-07-17 17:53:00,2,4
113,113,2014-08-28 00:30:00,2015-07-18 02:12:00,1,2
114,114,2015-04-02 08:06:00,2015-07-24 13:17:00,1,9
115,115,2015-04-30 09:57:00,2015-07-26 07:30:00,1,15
116,116,2014-09-18 09:05:00,2015-07-27 23:39:00,1,8
117,117,2014-03-31 03:21:00,2015-08-03 17:13:00,2,6
118,118,2015-04-18 17:31:00,2015-08-04 22:41:00,2,10
119,119,2014-06-29 20:55:00,2015-08-06 07:04:00,1,5
120,120,2014-06-18 17:12:00,2015-08-08 07:24:00,2,13
121,121,2015-04-07 08:26:00,2015-08-08 14:28:00,1,11
122,122,2014-02-22 23:53:00,2015-08-14 09:40:00,1,10
123,123,2014-10-19 12:28:00,2015-08-17 00:26:00,2,5
124,124,2014-11-04 13:40:00,2015-08-18 14:40:00,2,5
125,125,2014-06-27 10:51:00,2015-08-19 21:06:00,2,12
126,126,2014-03-21 18:52:00,2015-08-21 21:39:00,1,8
127,127,2014-09-06 06:55:00,2015-08-25 09:12:00,2,10
128,128,2014-01-13 13:38:00,2015-08-25 15:26:00,2,2
129,129,2015-05-20 06:17:00,2015-08-28 20:30:00,2,9
130,130,2014-11-25 06:44:00,2015-08-29 18:17:00,1,3
131,131,2015-03-11 08:28:00,2015-08-29 21:20:00,2,7
132,132,2014-02-11 04:52:00,2015-09-08 22:44:00,1,10
133,133,2015-05-07 23:09:00,2015-09-15 22:21:00,1,5
134,134,2014-06-07 07:48:00,2015-09-16 09:05:00,1,1
135,135,2015-02-13 06:56:00,2015-10-05 13:38:00,2,12
136,136,2014-05-22 22:40:00,2015-10-05 15:02:00,2,6
137,137,2014-06-06 07:14:00,2015-10-07 05:34:00,1,5
138,138,2014-08-11 15:01:00,2015-10-09 01:19:00,1,1
139,139,2015-03-15 13:30:00,2015-10-09 03:13:00,1,12
140,140,2014-01-17 19:28:00,2015-10-11 02:19:00,1,9
141,141,2014-03-22 00:23:00,2015-10-14 06:05:00,1,3
142,142,2015-03-25 10:44:00,2015-10-14 16:51:00,1,5
143,143,2014-06-13 16:14:00,2015-10-17 06:35:00,2,13
144,144,2014-07-15 01:50:00,2015-10-21 16:23:00,2,11
145,145,2015-01-03 08:06:00,2015-10-25 02:37:00,1,8
146,146,2015-04-01 11:21:00,2015-10-29 12:27:00,1,3
147,147,2015-04-22 03:42:00,2015-11-05 15:11:00,2,1
148,148,2014-11-12 02:31:00,2015-11-07 07:07:00,2,2
149,149,2014-02-24 13:12:00,2015-11-15 16:38:00,2,3
150,150,2014-08-15 10:11:00,2015-11-17 23:27:00,2,7
151,151,2014-10-20 09:41:00,2015-11-18 00:04:00,2,8
152,152,2015-03-27 12:47:00,NULL,1,15
153,153,2014-06-09 22:29:00,NULL,2,10
154,154,2014-01-31 12:37:00,NULL,1,7
155,155,2015-04-09 18:26:00,NULL,2,2
156,156,2015-02-20 03:18:00,NULL,2,3
157,157,2014-11-06 21:33:00,NULL,1,7
158,158,2015-02-14 09:12:00,NULL,1,13
159,159,2014-02-25 22:11:00,NULL,1,10
160,160,2014-02-09 08:38:00,NULL,2,14
161,161,2014-12-02 07:10:00,NULL,2,7
162,162,2015-05-25 16:43:00,NULL,2,1
163,163,2014-09-06 04:29:00,NULL,1,5
164,164,2014-07-26 03:27:00,NULL,2,15
165,165,2014-02-12 04:13:00,NULL,1,6
166,166,2014-10-15 20:47:00,NULL,1,8
167,167,2014-10-18 07:03:00,NULL,1,6
168,168,2015-03-07 20:33:00,NULL,1,2
169,169,2015-04-26 08:34:00,NULL,2,7
170,170,2015-02-09 01:42:00,NULL,1,1
171,171,2014-01-19 07:14:00,NULL,2,14
172,172,2014-05-23 17:43:00,NULL,2,13
173,173,2015-02-10 05:11:00,NULL,1,7
174,174,2014-05-19 20:01:00,NULL,2,7
175,175,2015-01-09 19:49:00,NULL,1,4
176,176,2014-10-09 13:23:00,NULL,1,11
177,177,2014-10-04 14:54:00,NULL,2,2
178,178,2015-05-16 11:38:00,NULL,2,3
179,179,2014-05-04 21:01:00,NULL,1,6
180,180,2014-03-10 15:56:00,NULL,2,11
181,181,2014-05-14 13:55:00,NULL,1,11
182,182,2014-10-22 23:38:00,NULL,1,14
183,183,2015-05-25 04:17:00,NULL,1,5
184,184,2014-03-27 02:46:00,NULL,1,14
185,185,2014-05-30 02:03:00,NULL,2,10
186,186,2014-02-21 06:13:00,NULL,1,2
187,187,2015-02-06 12:59:00,NULL,1,9
188,188,2014-11-20 06:36:00,NULL,2,14
189,189,2014-04-05 18:19:00,NULL,1,5
190,190,2014-09-25 04:12:00,NULL,1,9
191,191,2014-03-02 20:30:00,NULL,1,9
192,192,2015-01-11 01:44:00,NULL,2,8
193,193,2014-07-22 22:48:00,NULL,1,4
194,194,2015-03-19 11:38:00,NULL,2,5
195,195,2014-04-27 02:15:00,NULL,2,11
196,196,2015-02-25 21:20:00,NULL,1,1
197,197,2014-03-14 14:47:00,NULL,1,8
198,198,2014-01-22 21:00:00,NULL,2,11
199,199,2014-12-30 09:27:00,NULL,2,4
200,200,2014-09-13 20:25:00,NULL,1,1
201,201,2015-01-15 15:03:00,NULL,1,10
202,202,2015-03-26 11:29:00,NULL,1,3
203,203,2014-05-01 09:07:00,NULL,1,14
204,204,2015-03-27 23:40:00,NULL,2,1
205,205,2015-04-09 06:20:00,NULL,1,4
206,206,2014-06-14 06:13:00,NULL,2,2
207,207,2015-05-04 14:32:00,NULL,2,3
208,208,2014-09-06 09:41:00,NULL,1,1
209,209,2014-10-28 02:04:00,NULL,2,2
210,210,2015-01-27 14:39:00,NULL,2,15
211,211,2014-04-24 20:29:00,NULL,2,1
212,212,2014-12-18 23:19:00,NULL,1,5
213,213,2014-05-24 21:29:00,NULL,1,8
214,214,2014-07-03 11:32:00,NULL,1,11
215,215,2014-10-18 01:18:00,NULL,1,14
216,216,2014-09-01 02:43:00,NULL,1,9
217,217,2014-11-09 18:07:00,NULL,1,15
218,218,2014-03-22 07:05:00,NULL,2,15
219,219,2014-08-23 15:13:00,NULL,1,3
220,220,2014-05-20 00:38:00,NULL,1,5
221,221,2014-11-28 20:10:00,NULL,2,15
222,222,2014-04-05 04:53:00,NULL,1,2
223,223,2015-02-27 19:33:00,NULL,2,13
224,224,2014-12-15 13:13:00,NULL,2,6
225,225,2014-12-03 23:37:00,NULL,2,10
226,226,2014-09-14 21:58:00,NULL,1,11
227,227,2014-06-07 16:36:00,NULL,2,15
228,228,2015-02-09 12:49:00,NULL,1,9
229,229,2014-05-17 23:53:00,NULL,2,2
230,230,2014-10-17 04:26:00,NULL,1,14
231,231,2014-09-24 23:17:00,NULL,2,4
232,232,2014-05-05 23:38:00,NULL,1,5
233,233,2014-06-16 23:51:00,NULL,1,15
234,234,2014-09-15 11:00:00,NULL,2,5
235,235,2015-05-27 11:47:00,NULL,1,9
236,236,2015-04-18 02:00:00,NULL,1,15
237,237,2014-01-19 13:21:00,NULL,1,12
238,238,2014-02-05 02:53:00,NULL,2,6
239,239,2015-05-28 03:11:00,NULL,1,13
240,240,2014-09-15 15:14:00,NULL,1,8
241,241,2014-10-08 10:14:00,NULL,1,14
242,242,2015-02-23 09:32:00,NULL,2,4
243,243,2015-02-13 00:42:00,NULL,1,2
244,244,2015-03-11 22:28:00,NULL,1,10
245,245,2015-01-24 01:57:00,NULL,2,6
246,246,2014-08-13 23:34:00,NULL,2,2
247,247,2015-03-27 19:32:00,NULL,1,14
248,248,2014-01-01 17:57:00,NULL,1,3
249,249,2014-04-07 01:54:00,NULL,1,8
250,250,2014-09-30 04:56:00,NULL,2,11
251,251,2015-04-05 06:51:00,NULL,1,3
252,252,2014-08-13 14:40:00,NULL,1,9
253,253,2014-05-23 07:54:00,NULL,1,1
254,254,2014-04-13 08:10:00,NULL,1,9
255,255,2015-04-26 09:55:00,NULL,1,3
256,256,2014-11-15 13:09:00,NULL,2,12
257,257,2014-10-08 02:16:00,NULL,2,9
258,258,2014-01-08 04:01:00,NULL,2,7
259,259,2015-01-09 03:55:00,NULL,2,11
260,260,2014-03-26 19:04:00,NULL,1,2
261,261,2014-08-26 16:55:00,NULL,1,7
262,262,2014-05-08 12:57:00,NULL,1,14
263,263,2014-02-18 09:44:00,NULL,2,9
264,264,2014-02-23 10:34:00,NULL,1,6
265,265,2015-02-20 00:17:00,NULL,2,6
266,266,2015-04-14 14:46:00,NULL,1,7
267,267,2015-04-07 21:37:00,NULL,2,6
268,268,2015-05-15 15:47:00,NULL,2,13
269,269,2014-01-17 22:20:00,NULL,2,14
270,270,2014-04-26 10:11:00,NULL,1,8
271,271,2014-04-21 02:30:00,NULL,1,12
272,272,2015-03-27 19:58:00,NULL,2,15
273,273,2014-08-02 12:53:00,NULL,1,14
274,274,2015-05-25 11:42:00,NULL,2,1
275,275,2014-06-29 00:40:00,NULL,2,15
276,276,2014-05-08 15:18:00,NULL,1,5
277,277,2014-11-08 07:27:00,NULL,1,4
278,278,2014-04-06 18:50:00,NULL,2,6
279,279,2014-03-29 19:54:00,NULL,1,5
280,280,2014-12-05 01:49:00,NULL,2,15
281,281,2014-06-30 10:43:00,NULL,1,8
282,282,2014-07-27 20:44:00,NULL,1,13
283,283,2014-06-16 14:39:00,NULL,1,1
284,284,2014-10-23 14:36:00,NULL,2,8
285,285,2014-12-06 22:25:00,NULL,2,8
286,286,2015-01-14 04:10:00,NULL,1,7
287,287,2014-09-11 04:59:00,NULL,2,1
288,288,2015-01-03 04:30:00,NULL,2,14
289,289,2015-04-01 06:21:00,NULL,2,5
290,290,2014-06-21 17:35:00,NULL,1,1
291,291,2014-07-11 11:19:00,NULL,1,1
292,292,2014-08-03 19:14:00,NULL,2,12
293,293,2014-08-19 04:03:00,NULL,1,12
294,294,2014-11-13 10:47:00,NULL,1,7
295,295,2014-08-06 18:29:00,NULL,2,13
296,296,2014-10-26 03:52:00,NULL,2,12
297,297,2015-03-30 08:31:00,NULL,1,3
298,298,2014-05-12 14:36:00,NULL,2,1
299,299,2014-07-24 05:22:00,NULL,2,3
300,300,2015-03-31 08:09:00,NULL,2,14
301,301,2014-09-15 04:21:00,NULL,2,6
302,302,2014-01-10 23:58:00,NULL,1,9
303,303,2014-05-13 00:45:00,NULL,1,11
304,304,2015-04-05 01:54:00,NULL,2,12
305,305,2015-02-10 13:32:00,NULL,2,2
306,306,2015-02-23 02:14:00,NULL,2,6
307,307,2014-04-25 12:42:00,NULL,2,1
308,308,2014-10-05 11:38:00,NULL,2,4
309,309,2015-02-14 00:57:00,NULL,2,6
310,310,2014-02-10 16:17:00,NULL,2,13
311,311,2015-05-13 14:53:00,NULL,1,6
312,312,2015-02-25 18:27:00,NULL,2,14
313,313,2015-02-13 08:54:00,NULL,2,4
314,314,2014-10-09 11:57:00,NULL,2,11
315,315,2014-09-28 07:20:00,NULL,2,14
316,316,2014-04-04 22:46:00,NULL,2,4
317,317,2014-11-08 13:39:00,NULL,2,13
318,318,2014-08-18 22:54:00,NULL,1,8
319,319,2014-09-13 22:12:00,NULL,2,2
320,320,2014-08-13 20:56:00,NULL,1,9
321,321,2015-02-08 18:05:00,NULL,1,2
322,322,2014-12-15 08:40:00,NULL,1,6
323,323,2014-08-31 05:38:00,NULL,1,5
324,324,2014-11-27 02:09:00,NULL,2,2
325,325,2015-03-01 23:37:00,NULL,1,3
326,326,2014-07-07 22:17:00,NULL,2,7
327,327,2014-08-16 17:17:00,NULL,1,5
328,328,2015-02-11 21:17:00,NULL,2,9
329,329,2014-08-30 05:22:00,NULL,1,7
330,330,2015-03-27 06:18:00,NULL,2,4
331,331,2014-09-04 02:50:00,NULL,1,2
332,332,2015-01-16 21:57:00,NULL,2,14
333,333,2014-01-23 20:41:00,NULL,1,5
334,334,2014-03-12 11:21:00,NULL,2,6
335,335,2015-05-08 09:00:00,NULL,2,12
336,336,2014-05-18 14:35:00,NULL,1,12
337,337,2014-11-26 16:29:00,NULL,1,9
338,338,2015-05-01 21:52:00,NULL,1,4
339,339,2014-10-18 21:53:00,NULL,1,11
340,340,2015-04-08 06:42:00,NULL,2,14
341,341,2015-04-06 16:32:00,NULL,1,11
342,342,2014-01-17 23:00:00,NULL,1,14
343,343,2014-09-17 11:09:00,NULL,2,13
344,344,2014-12-23 14:25:00,NULL,2,2
345,345,2015-03-14 16:09:00,NULL,1,2
346,346,2014-02-19 20:09:00,NULL,2,11
347,347,2014-04-24 09:18:00,NULL,1,10
348,348,2014-10-05 19:06:00,NULL,1,12
349,349,2014-06-14 10:58:00,NULL,2,13
350,350,2014-05-06 07:10:00,NULL,1,13
351,351,2014-01-02 19:39:00,NULL,1,11
352,352,2015-03-05 11:23:00,NULL,2,8
353,353,2014-11-19 13:03:00,NULL,1,6
354,354,2014-09-29 00:08:00,NULL,2,14
355,355,2015-04-24 10:52:00,NULL,1,8
356,356,2014-11-08 07:29:00,NULL,1,4
357,357,2014-08-31 00:19:00,NULL,2,14
358,358,2014-02-26 05:17:00,NULL,1,6
359,359,2015-02-28 11:59:00,NULL,2,13
360,360,2014-03-10 21:27:00,NULL,1,11
361,361,2014-09-08 21:47:00,NULL,1,2
362,362,2014-08-20 09:40:00,NULL,2,7
363,363,2014-05-17 09:12:00,NULL,1,8
364,364,2014-11-13 06:32:00,NULL,1,13
365,365,2014-04-30 14:04:00,NULL,2,14
366,366,2015-01-11 08:38:00,NULL,1,6
367,367,2014-05-31 22:41:00,NULL,2,5
368,368,2014-03-04 08:05:00,NULL,2,12
369,369,2015-04-24 06:14:00,NULL,2,10
370,370,2014-03-29 12:19:00,NULL,2,11
371,371,2014-01-16 01:54:00,NULL,2,1
372,372,2015-03-21 13:23:00,NULL,2,4
373,373,2015-04-11 07:03:00,NULL,2,10
374,374,2015-03-13 16:56:00,NULL,1,6
375,375,2014-02-07 00:55:00,NULL,2,6
376,376,2014-04-10 04:30:00,NULL,1,13
377,377,2015-04-22 15:11:00,NULL,1,12
378,378,2014-05-10 08:03:00,NULL,1,7
379,379,2014-05-12 14:32:00,NULL,2,14
380,380,2015-04-10 13:54:00,NULL,2,3
381,381,2014-04-05 00:50:00,NULL,2,10
382,382,2014-07-25 12:23:00,NULL,2,13
383,383,2014-07-02 14:05:00,NULL,2,3
384,384,2014-02-23 05:18:00,NULL,1,15
385,385,2014-02-28 02:25:00,NULL,2,4
386,386,2014-06-16 06:37:00,NULL,1,4
387,387,2014-12-09 18:40:00,NULL,1,14
388,388,2014-03-28 17:14:00,NULL,2,5
389,389,2014-03-26 08:48:00,NULL,2,7
390,390,2014-08-16 20:35:00,NULL,1,15
391,391,2015-03-12 23:22:00,NULL,2,5
392,392,2014-08-13 13:44:00,NULL,1,14
393,393,2014-09-14 18:13:00,NULL,2,1
394,394,2015-05-12 11:59:00,NULL,2,15
395,395,2015-05-15 20:16:00,NULL,1,10
396,396,2014-10-07 14:32:00,NULL,2,2
397,397,2015-03-29 22:26:00,NULL,1,5
398,398,2014-05-18 12:40:00,NULL,1,2
399,399,2014-09-17 05:29:00,NULL,2,9
400,400,2014-05-12 01:33:00,NULL,2,11
401,401,2014-05-05 03:31:00,NULL,2,3
402,402,2015-05-30 15:58:00,NULL,2,12
403,403,2014-11-17 09:38:00,NULL,2,7
404,404,2015-01-05 22:13:00,NULL,2,8
405,405,2015-05-06 00:24:00,NULL,1,5
406,406,2014-06-01 16:28:00,NULL,2,1
407,407,2014-04-10 01:59:00,NULL,1,12
408,408,2015-02-21 16:32:00,NULL,1,6
409,409,2015-02-27 07:23:00,NULL,2,10
410,410,2014-12-22 06:23:00,NULL,1,5
411,411,2014-03-11 05:51:00,NULL,2,3
412,412,2014-07-09 05:02:00,NULL,2,14
413,413,2014-10-10 12:19:00,NULL,1,8
414,414,2014-09-19 12:46:00,NULL,2,1
415,415,2015-04-06 05:03:00,NULL,1,8
416,416,2014-06-27 17:49:00,NULL,2,8
417,417,2014-02-03 00:45:00,NULL,1,10
418,418,2015-03-29 11:19:00,NULL,2,4
419,419,2014-04-17 21:59:00,NULL,2,15
420,420,2014-03-11 18:14:00,NULL,1,8
421,421,2014-07-09 02:59:00,NULL,2,4
422,422,2014-11-29 08:27:00,NULL,2,8
423,423,2014-10-09 02:54:00,NULL,1,5
424,424,2014-02-20 09:05:00,NULL,1,12
425,425,2014-04-20 00:37:00,NULL,1,9
426,426,2014-02-04 13:35:00,NULL,2,4
427,427,2014-07-20 04:46:00,NULL,2,8
428,428,2015-01-02 21:05:00,NULL,2,2
429,429,2014-08-20 14:20:00,NULL,1,3
430,430,2015-04-22 09:24:00,NULL,2,15
431,431,2014-02-12 21:10:00,NULL,2,1
432,432,2014-08-09 22:30:00,NULL,2,13
433,433,2014-03-23 19:16:00,NULL,1,12
434,434,2014-05-22 13:14:00,NULL,1,1
435,435,2014-12-02 13:49:00,NULL,2,10
436,436,2014-05-26 04:14:00,NULL,1,13
437,437,2014-05-02 15:57:00,NULL,2,6
438,438,2015-01-22 20:18:00,NULL,1,12
439,439,2015-03-03 06:33:00,NULL,1,3
440,440,2014-03-28 16:03:00,NULL,2,3
441,441,2014-06-17 18:08:00,NULL,1,6
442,442,2014-11-06 04:49:00,NULL,1,6
443,443,2014-05-12 20:52:00,NULL,2,9
444,444,2014-05-22 15:37:00,NULL,2,4
445,445,2014-08-24 12:18:00,NULL,2,6
446,446,2014-02-15 03:36:00,NULL,1,9
447,447,2014-05-12 03:37:00,NULL,2,1
448,448,2015-03-27 01:01:00,NULL,2,8
449,449,2014-02-14 00:55:00,NULL,1,12
450,450,2015-05-30 11:03:00,NULL,2,15
451,451,2015-05-22 09:30:00,NULL,2,14
452,452,2014-05-02 22:36:00,NULL,1,6
453,453,2014-01-22 06:21:00,NULL,1,2
454,454,2014-07-24 11:04:00,NULL,2,3
455,455,2014-03-02 13:23:00,NULL,2,4
456,456,2014-06-15 00:51:00,NULL,2,11
457,457,2014-09-15 17:40:00,NULL,2,9
458,458,2014-07-30 06:36:00,NULL,2,14
459,459,2015-01-12 04:23:00,NULL,1,6
460,460,2014-09-06 19:31:00,NULL,1,2
461,461,2014-03-22 23:04:00,NULL,2,7
462,462,2014-06-14 16:43:00,NULL,2,6
463,463,2014-08-10 16:06:00,NULL,2,11
464,464,2014-12-05 16:29:00,NULL,2,15
465,465,2014-11-16 18:55:00,NULL,2,12
466,466,2014-01-27 18:02:00,NULL,1,10
467,467,2015-01-06 21:10:00,NULL,2,3
468,468,2015-03-28 11:03:00,NULL,1,2
469,469,2014-04-28 03:21:00,NULL,2,5
470,470,2014-06-22 13:21:00,NULL,2,4
471,471,2014-07-26 10:49:00,NULL,2,15
472,472,2014-07-29 09:23:00,NULL,1,10
473,473,2014-11-27 19:08:00,NULL,1,15
474,474,2014-08-16 23:21:00,NULL,1,6
475,475,2014-01-15 02:44:00,NULL,1,2
476,476,2015-02-19 06:43:00,NULL,1,11
477,477,2014-12-22 15:14:00,NULL,1,9
478,478,2014-02-21 09:41:00,NULL,2,10
479,479,2015-04-03 12:36:00,NULL,1,7
480,480,2015-05-13 11:16:00,NULL,2,8
481,481,2014-02-21 21:45:00,NULL,1,10
482,482,2014-11-23 12:01:00,NULL,1,12
483,483,2014-02-11 21:51:00,NULL,2,8
484,484,2014-06-13 21:50:00,NULL,2,11
485,485,2014-03-30 22:35:00,NULL,2,12
486,486,2014-03-08 19:46:00,NULL,2,10
487,487,2014-01-15 02:18:00,NULL,1,14
488,488,2015-02-09 22:00:00,NULL,2,2
489,489,2015-01-03 16:27:00,NULL,1,9
490,490,2014-03-04 03:48:00,NULL,1,9
491,491,2015-05-07 15:12:00,NULL,2,15
492,492,2014-12-26 02:32:00,NULL,2,5
493,493,2014-11-15 20:08:00,NULL,1,9
494,494,2015-05-12 01:00:00,NULL,1,4
495,495,2015-05-14 20:20:00,NULL,2,8
496,496,2014-07-03 16:07:00,NULL,1,8
497,497,2014-05-10 23:52:00,NULL,2,9
498,498,2015-04-09 08:14:00,NULL,1,10
499,499,2014-07-26 06:37:00,NULL,1,4
500,500,2015-02-22 15:21:00,NULL,1,9
501,501,2014-05-12 18:10:00,NULL,2,12
502,502,2014-03-08 20:02:00,NULL,2,11
503,503,2014-02-19 04:19:00,NULL,2,2
504,504,2014-07-30 05:43:00,NULL,1,12
505,505,2014-08-29 08:40:00,NULL,2,2
506,506,2014-04-09 02:53:00,NULL,2,12
507,507,2015-04-09 21:55:00,NULL,2,13
